序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
505,双层百叶风口(带阀),,600×1600,,2,个,659,1318,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
506,双层百叶风口(带阀),,1000×1200,,2,个,801,1602,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
507,双层百叶风口(带阀),,500×200,,55,个,89,4895,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
508,双层百叶风口(带阀),,600×200,,9,个,104,936,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
509,消声静压箱,,1000×1000×1000,,3,个,1070,3210,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
510,消声静压箱,,1000×1000×1200,,1,个,1213,1213,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
511,消声静压箱,,1200×1000×1000,,2,个,1213,2426,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
512,消声静压箱,,1200×400×300,,6,个,374,2244,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
513,消声静压箱,,1400×1000×800,,1,个,1184,1184,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
514,消声静压箱,,1400×1400×1000,,3,个,1698,5094,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
515,消声静压箱,,1400×1400×1400,,1,个,2098,2098,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
516,消声静压箱,,1600×1600×1000,,1,个,2055,2055,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
517,消声静压箱,,1800×1400×1400,,1,个,2497,2497,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
518,消声静压箱,,1800×1400×600,,1,个,1584,1584,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
519,消声静压箱,,1800×1500×1000,,1,个,2140,2140,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
520,消声静压箱,,2000×1200×1100,,2,个,2112,4224,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
521,消声静压箱,,2000×1400×1000,,1,个,2212,2212,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
522,消声静压箱,,2000×1400×700,,1,个,1848,1848,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
523,消声静压箱,,2000×800×1000,,1,个,1570,1570,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
524,消声静压箱,,2600×2000×800,,1,个,3168,3168,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
525,消声静压箱,,2800×2000×1000,,1,个,3710,3710,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
526,消声静压箱,,2800×800×1000,,1,个,2083,2083,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
527,消声静压箱,,2900×1350×500,,1,个,2155,2155,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
528,止回阀,,250×120,,7,个,63,441,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
529,止回阀,,320×160,,25,个,68,1700,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
530,止回阀,,320×200,,4,个,70,280,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
531,止回阀,,320×250,,3,个,73,219,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
532,止回阀,,400×160,,2,个,72,144,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
533,止回阀,,400×200,,57,个,74,4218,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
534,止回阀,,400×250,,12,个,76,912,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
535,止回阀,,400×320,,3,个,79,237,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
536,止回阀,,400×400,,1,个,86,86,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
537,止回阀,,400×800,,1,个,137,137,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
538,止回阀,,450×400,,4,个,92,368,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
539,止回阀,,500×200,,2,个,79,158,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
540,止回阀,,500×250,,8,个,81,648,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
541,止回阀,,500×320,,1,个,86,86,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
542,止回阀,,500×500,,1,个,114,114,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
543,止回阀,,500×630,,2,个,133,266,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
544,止回阀,,500×800,,1,个,159,159,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
545,止回阀,,600×600,,5,个,145,725,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
546,止回阀,,600×650,,2,个,155,310,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
547,止回阀,,630×250,,8,个,89,712,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
548,止回阀,,630×320,,15,个,102,1530,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
549,止回阀,,630×400,,4,个,116,464,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
550,止回阀,,630×500,,1,个,133,133,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
551,止回阀,,630×800,,1,个,186,186,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
552,止回阀,,630×1000,,6,个,221,1326,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
553,止回阀,,750×800,,2,个,212,424,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
554,止回阀,,750×850,,2,个,221,442,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
555,止回阀,,800×320,,12,个,121,1452,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
556,止回阀,,800×400,,12,个,137,1644,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
557,止回阀,,800×500,,4,个,159,636,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
558,止回阀,,800×630,,11,个,186,2046,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
559,止回阀,,800×800,,5,个,221,1105,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
560,止回阀,,800×1600,,2,个,390,780,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
561,止回阀,,1000×320,,2,个,143,286,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
562,止回阀,,1000×400,,5,个,164,820,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
563,止回阀,,1000×500,,18,个,189,3402,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
564,止回阀,,1000×600,,1,个,214,214,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
565,止回阀,,1000×630,,4,个,221,884,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
566,止回阀,,1000×800,,8,个,265,2120,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
567,止回阀,,1000×1250,,3,个,377,1131,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
568,止回阀,,1250×400,,4,个,196,784,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
569,止回阀,,1250×500,,6,个,226,1356,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
570,止回阀,,1250×650,,1,个,271,271,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
571,止回阀,,1250×1000,,1,个,377,377,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
572,止回阀,,1250×1200,,1,个,437,437,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
573,止回阀,,1300×1080,,3,个,415,1245,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
574,止回阀,,1600×400,,1,个,241,241,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
575,止回阀,,1600×500,,3,个,278,834,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
576,止回阀,,2000×400,,1,个,294,294,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
577,止回阀,,2000×500,,2,个,339,678,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
578,止回阀,,2200×500,,1,个,369,369,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
579,止回阀,,800×1000,,1,个,265,265,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
580,止回阀,,1250×630,,2,个,266,532,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
581,止回阀,,1250×1250,,1,个,452,452,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
