序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
154,风阀,MEEC,630*400,2mm,1,个,553,553,扬州新扬,全自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
155,风阀,MVD,1600*500,1.6mm,1,个,447,447,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
156,风阀,NRD,1000*320,1.6mm,1,个,309,309,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
157,风阀,NRD,1000*400,1.6mm,4,个,336,1344,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
158,风阀,NRD,1000*500,1.6mm,4,个,369,1476,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
159,风阀,NRD,1000*630,1.6mm,1,个,413,413,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
160,风阀,NRD,1000*800,1.6mm,3,个,470,1410,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
161,风阀,NRD,1250*1000,1.6mm,1,个,621,621,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
162,风阀,NRD,1250*400,1.6mm,4,个,394,1576,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
163,风阀,NRD,1250*630,1.6mm,1,个,481,481,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
164,风阀,NRD,1250*800,1.6mm,2,个,546,1092,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
165,风阀,NRD,1500*1000,1.6mm,1,个,705,705,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
166,风阀,NRD,160*120,1.6mm,1,个,83,83,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
167,风阀,NRD,1600*400,1.6mm,1,个,477,477,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
168,风阀,NRD,1600*630,1.6mm,1,个,577,577,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
169,风阀,NRD,1600*800,1.6mm,2,个,651,1302,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
170,风阀,NRD,200*120,1.6mm,5,个,91,455,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
171,风阀,NRD,250*120,1.6mm,3,个,100,300,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
172,风阀,NRD,250*250,1.6mm,3,个,128,384,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
173,风阀,NRD,250*400,1.6mm,1,个,159,159,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
174,风阀,NRD,2500*800,1.6mm,2,个,924,1848,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
175,风阀,NRD,320*120,1.6mm,5,个,113,565,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
176,风阀,NRD,320*160,1.6mm,1,个,122,122,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
177,风阀,NRD,320*200,1.6mm,78,个,131,10218,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
178,风阀,NRD,400*160,1.6mm,5,个,138,690,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
179,风阀,NRD,400*200,1.6mm,15,个,147,2205,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
180,风阀,NRD,400*250,1.6mm,17,个,159,2703,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
181,风阀,NRD,400*320,1.6mm,4,个,176,704,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
182,风阀,NRD,400*400,1.6mm,3,个,194,582,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
183,风阀,NRD,400*500,1.6mm,1,个,218,218,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
184,风阀,NRD,400*630,1.6mm,1,个,248,248,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
185,风阀,NRD,500*120,1.6mm,1,个,147,147,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
186,风阀,NRD,500*200,1.6mm,3,个,168,504,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
187,风阀,NRD,500*250,1.6mm,11,个,180,1980,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
188,风阀,NRD,500*320,1.6mm,4,个,198,792,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
189,风阀,NRD,500*500,1.6mm,1,个,243,243,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
190,风阀,NRD,500*800,1.6mm,1,个,319,319,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
191,风阀,NRD,630*200,1.6mm,1,个,194,194,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
192,风阀,NRD,630*320,1.6mm,7,个,227,1589,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
193,风阀,NRD,630*400,1.6mm,1,个,248,248,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
194,风阀,NRD,630*500,1.6mm,1,个,276,276,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
195,风阀,NRD,630*630,1.6mm,2,个,311,622,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
196,风阀,NRD,630*800,1.6mm,1,个,358,358,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
197,风阀,NRD,750*320,1.6mm,1,个,253,253,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
198,风阀,NRD,750*450,1.6mm,1,个,291,291,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
199,风阀,NRD,800*1150,1.6mm,2,个,515,1030,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
200,风阀,NRD,800*1200,1.6mm,1,个,530,530,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
201,风阀,NRD,800*1250,1.6mm,1,个,546,546,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
202,风阀,NRD,800*320,1.6mm,1,个,264,264,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
203,风阀,NRD,800*400,1.6mm,2,个,288,576,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
204,风阀,NRD,800*500,1.6mm,2,个,319,638,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
205,风阀,NRD,800*630,1.6mm,1,个,358,358,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
206,风阀,NRD,800*800,1.6mm,1,个,409,409,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
207,风阀,NRD,800*900,1.6mm,2,个,440,880,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
208,风阀,VD,1000*400,1.6mm,3,个,285,855,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
209,风阀,VD,1000*500,1.6mm,2,个,315,630,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
210,风阀,VD,1000*630,1.6mm,2,个,353,706,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
211,风阀,VD,1000*800,1.6mm,1,个,403,403,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
212,风阀,VD,120*100,1.6mm,28,个,55,1540,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
213,风阀,VD,1200*1000,1.6mm,1,个,520,520,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
214,风阀,VD,1250*1000,1.6mm,1,个,535,535,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
215,风阀,VD,1250*1250,1.6mm,2,个,618,1236,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
216,风阀,VD,1250*320,1.6mm,1,个,310,310,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
217,风阀,VD,1250*400,1.6mm,3,个,337,1011,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
218,风阀,VD,1250*500,1.6mm,1,个,370,370,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
219,风阀,VD,1250*630,1.6mm,2,个,413,826,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
220,风阀,VD,1250*800,1.6mm,4,个,469,1876,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
221,风阀,VD,1500*1000,1.6mm,1,个,609,609,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
222,风阀,VD,160*120,1.6mm,58,个,64,3712,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
223,风阀,VD,1600*500,1.6mm,3,个,447,1341,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
224,风阀,VD,1600*650,1.6mm,1,个,504,504,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
225,风阀,VD,1600*800,1.6mm,3,个,561,1683,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
226,风阀,VD,1700*650,1.6mm,1,个,528,528,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
227,风阀,VD,1800*650,1.6mm,1,个,553,553,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
228,风阀,VD,1800*800,1.6mm,1,个,614,614,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
229,风阀,VD,1830*650,1.6mm,1,个,560,560,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
230,风阀,VD,200*100,1.6mm,25,个,68,1700,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
231,风阀,VD,200*120,1.6mm,28,个,71,1988,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
232,风阀,VD,200*200,1.6mm,7,个,85,595,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
233,风阀,VD,250*120,1.6mm,474,个,79,37446,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
234,风阀,VD,250*200,1.6mm,6,个,94,564,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
235,风阀,VD,250*250,1.6mm,3,个,103,309,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
236,风阀,VD,250*400,1.6mm,2,个,131,262,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
237,风阀,VD,2500*800,1.6mm,2,个,800,1600,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
238,风阀,VD,320*120,1.6mm,189,个,91,17199,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
239,风阀,VD,320*160,1.6mm,5,个,99,495,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
